time;open;high;low;close;tick_volume;spread;real_volume
2021-11-02 01:00:00;1.23737;1.23757;1.23714;1.23738;270;9;0
2021-11-02 02:00:00;1.23737;1.23795;1.23712;1.23754;1265;3;0
2021-11-02 03:00:00;1.23753;1.23803;1.23723;1.23749;1810;1;0
2021-11-02 04:00:00;1.23749;1.23811;1.23737;1.23804;1186;2;0
2021-11-02 05:00:00;1.23804;1.23854;1.2376800000000001;1.2381;2471;2;0
2021-11-02 06:00:00;1.23809;1.23855;1.23801;1.2383;1546;3;0
2021-11-02 07:00:00;1.2382900000000001;1.23893;1.23794;1.23889;2270;3;0
2021-11-02 08:00:00;1.2389000000000001;1.23971;1.2389000000000001;1.2393399999999999;1943;1;0
2021-11-02 09:00:00;1.23935;1.2396099999999999;1.2385;1.23878;2905;1;0
2021-11-02 10:00:00;1.23879;1.24059;1.23858;1.2405;3343;3;0
2021-11-02 11:00:00;1.24051;1.24079;1.23972;1.24044;2708;2;0
2021-11-02 12:00:00;1.24044;1.24175;1.24029;1.2405;2461;2;0
2021-11-02 13:00:00;1.24051;1.2416;1.24041;1.24053;2920;2;0
2021-11-02 14:00:00;1.24052;1.24076;1.23946;1.23962;4232;2;0
2021-11-02 15:00:00;1.23964;1.24077;1.2393;1.23998;5175;0;0
2021-11-02 16:00:00;1.23997;1.2404;1.2393399999999999;1.23992;4526;1;0
2021-11-02 17:00:00;1.2399;1.24244;1.23872;1.24192;5073;1;0
2021-11-02 18:00:00;1.24193;1.2423;1.24087;1.24155;3122;1;0
2021-11-02 19:00:00;1.24155;1.24172;1.24;1.2401200000000001;1950;1;0
2021-11-02 20:00:00;1.24011;1.24082;1.24002;1.24076;2029;1;0
2021-11-02 21:00:00;1.24075;1.24076;1.23986;1.2401200000000001;2912;2;0
2021-11-02 22:00:00;1.24014;1.24102;1.24;1.24048;1268;0;0
2021-11-02 23:00:00;1.24097;1.24098;1.23968;1.23983;28;46;0
2021-11-03 00:00:00;1.23989;1.2411;1.23989;1.24095;235;8;0
2021-11-03 01:00:00;1.24095;1.24114;1.24071;1.24074;240;6;0
2021-11-03 02:00:00;1.24074;1.24189;1.24074;1.24142;800;3;0
2021-11-03 03:00:00;1.2414100000000001;1.24181;1.2405;1.24165;1390;3;0
2021-11-03 04:00:00;1.24165;1.24216;1.24152;1.24191;1173;2;0
2021-11-03 05:00:00;1.2419;1.24217;1.24172;1.2417799999999999;928;5;0
2021-11-03 06:00:00;1.24179;1.24196;1.24131;1.24185;695;5;0
2021-11-03 07:00:00;1.24183;1.24209;1.24157;1.2420200000000001;989;2;0
2021-11-03 08:00:00;1.242;1.24204;1.2411;1.2416;1360;4;0
2021-11-03 09:00:00;1.24161;1.24224;1.24133;1.2420200000000001;1903;2;0
2021-11-03 10:00:00;1.24201;1.24232;1.24052;1.24113;3034;1;0
2021-11-03 11:00:00;1.24112;1.2416800000000001;1.24071;1.24127;2563;1;0
2021-11-03 12:00:00;1.24127;1.24211;1.24114;1.24118;2495;4;0
2021-11-03 13:00:00;1.24116;1.24188;1.24089;1.24106;1989;1;0
2021-11-03 14:00:00;1.24106;1.2422;1.24063;1.24177;3352;2;0
2021-11-03 15:00:00;1.2417799999999999;1.24457;1.24176;1.24441;4756;1;0
2021-11-03 16:00:00;1.24442;1.24569;1.24188;1.24243;5596;1;0
2021-11-03 17:00:00;1.24243;1.2427;1.24103;1.24188;3970;0;0
2021-11-03 18:00:00;1.24187;1.24211;1.24102;1.2414100000000001;3115;2;0
2021-11-03 19:00:00;1.2414;1.24192;1.24113;1.24113;1774;1;0
2021-11-03 20:00:00;1.24114;1.24331;1.23793;1.23922;17425;2;0
2021-11-03 21:00:00;1.23922;1.24033;1.23832;1.23889;7882;2;0
2021-11-03 22:00:00;1.23888;1.23945;1.23843;1.23896;1353;1;0
2021-11-03 23:00:00;1.2382900000000001;1.23914;1.2382900000000001;1.23865;48;54;0
2021-11-04 00:00:00;1.23868;1.23904;1.23838;1.23889;197;10;0
2021-11-04 01:00:00;1.2389000000000001;1.23894;1.23775;1.2377799999999999;511;8;0
2021-11-04 02:00:00;1.2377799999999999;1.23885;1.23772;1.23878;1118;5;0
2021-11-04 03:00:00;1.23879;1.23993;1.23877;1.23979;1737;3;0
2021-11-04 04:00:00;1.23979;1.24018;1.23903;1.23922;1070;3;0
2021-11-04 05:00:00;1.23921;1.24011;1.23919;1.23998;860;3;0
2021-11-04 06:00:00;1.23997;1.24011;1.2395;1.24006;678;3;0
2021-11-04 07:00:00;1.24006;1.24087;1.24003;1.24069;1267;3;0
2021-11-04 08:00:00;1.24069;1.24096;1.24028;1.2408;2474;3;0
2021-11-04 09:00:00;1.24077;1.24095;1.23918;1.23943;3134;4;0
2021-11-04 10:00:00;1.23943;1.24077;1.23918;1.24025;4585;1;0
2021-11-04 11:00:00;1.24024;1.24163;1.24021;1.24162;2516;2;0
2021-11-04 12:00:00;1.2416;1.24221;1.24148;1.24181;2087;1;0
2021-11-04 13:00:00;1.24181;1.24246;1.24126;1.24173;2886;2;0
2021-11-04 14:00:00;1.24174;1.24335;1.24171;1.24277;5719;2;0
2021-11-04 15:00:00;1.24278;1.24321;1.24119;1.24268;5712;0;0
2021-11-04 16:00:00;1.24268;1.2455;1.24237;1.24497;6273;1;0
2021-11-04 17:00:00;1.24498;1.24715;1.24488;1.2461;6118;1;0
2021-11-04 18:00:00;1.24611;1.2468;1.24493;1.24641;3899;1;0
2021-11-04 19:00:00;1.24642;1.24685;1.24576;1.24646;3162;3;0
2021-11-04 20:00:00;1.24646;1.24694;1.24594;1.24607;3119;3;0
2021-11-04 21:00:00;1.24606;1.2463899999999999;1.24565;1.2458;2514;1;0
2021-11-04 22:00:00;1.2458;1.24617;1.2450700000000001;1.2450700000000001;1061;1;0
2021-11-04 23:00:00;1.24527;1.24583;1.24523;1.2453400000000001;77;31;0
2021-11-05 00:00:00;1.2453400000000001;1.24569;1.2453400000000001;1.24555;176;8;0
2021-11-05 01:00:00;1.24555;1.24566;1.2451;1.24521;337;7;0
2021-11-05 02:00:00;1.24521;1.24631;1.24518;1.2455;1491;1;0
2021-11-05 03:00:00;1.2455;1.24681;1.24531;1.24665;2517;1;0
2021-11-05 04:00:00;1.2466599999999999;1.24691;1.2457799999999999;1.24655;1721;3;0
2021-11-05 05:00:00;1.2465600000000001;1.24678;1.24581;1.24607;1147;4;0
2021-11-05 06:00:00;1.24606;1.24622;1.24562;1.24576;990;2;0
2021-11-05 07:00:00;1.24576;1.24659;1.2455;1.24659;1089;4;0
