time;open;high;low;close;tick_volume;spread;real_volume
2022-06-23 20:10:00;158.87;159.23;158.64;158.83;1545;125;0
2022-06-23 20:20:00;158.84;159.39;158.18;158.48;1821;125;0
2022-06-23 20:30:00;158.48;158.92;158.17;158.33;1623;125;0
2022-06-23 20:40:00;158.38;158.68;157.91;158.5;1693;125;0
2022-06-23 20:50:00;158.5;159.28;158.5;159.24;1627;125;0
2022-06-23 21:00:00;159.26;159.47;159.01;159.39;1606;125;0
2022-06-23 21:10:00;159.39;159.42;158.82;159.04;1382;125;0
2022-06-23 21:20:00;159.05;159.58;158.82;159.46;1520;125;0
2022-06-23 21:30:00;159.49;160.04;159.42;159.82;1455;125;0
2022-06-23 21:40:00;159.8;159.94;159.41;159.67;1403;125;0
2022-06-23 21:50:00;159.66;159.91;159.5;159.76;1296;125;0
2022-06-23 22:00:00;159.75;160.36;159.43;160.2;1769;125;0
2022-06-23 22:10:00;160.21;160.49;159.79;160.2;1567;125;0
2022-06-23 22:20:00;160.19;160.75;160.0;160.57;1478;125;0
2022-06-23 22:30:00;160.57;161.59;160.57;161.38;1442;125;0
2022-06-23 22:40:00;161.38;161.98;161.29;161.93;1426;125;0
2022-06-23 22:50:00;161.94;162.4;161.42;161.79;1245;125;0
2022-06-24 16:30:00;163.79;164.9;162.55;164.3;1433;125;0
2022-06-24 16:40:00;164.3;165.9;163.98;165.79;1541;125;0
2022-06-24 16:50:00;165.8;166.39;165.07;165.33;1676;125;0
2022-06-24 17:00:00;165.34;169.15;165.34;168.77;2124;125;0
2022-06-24 17:10:00;168.76;168.94;168.08;168.51;1847;125;0
2022-06-24 17:20:00;168.52;169.35;168.41;169.17;1949;125;0
2022-06-24 17:30:00;169.2;170.03;168.89;169.69;1757;125;0
2022-06-24 17:40:00;169.7;169.71;168.44;168.7;1888;125;0
2022-06-24 17:50:00;168.7;169.25;168.16;169.04;1771;125;0
2022-06-24 18:00:00;169.0;169.6;168.76;168.8;1613;125;0
2022-06-24 18:10:00;168.8;168.98;167.43;167.47;1656;125;0
2022-06-24 18:20:00;167.45;168.09;167.4;168.04;1489;125;0
2022-06-24 18:30:00;168.05;168.09;167.14;167.53;1602;125;0
2022-06-24 18:40:00;167.54;167.89;167.06;167.51;1445;125;0
2022-06-24 18:50:00;167.5;167.78;167.23;167.75;1307;125;0
2022-06-24 19:00:00;167.77;168.21;167.64;167.93;1387;125;0
2022-06-24 19:10:00;167.92;168.38;167.74;168.31;1521;125;0
2022-06-24 19:20:00;168.28;168.39;167.77;168.22;1694;125;0
2022-06-24 19:30:00;168.21;168.3;167.6;167.99;1550;125;0
2022-06-24 19:40:00;168.0;168.51;167.93;168.08;1507;125;0
2022-06-24 19:50:00;168.1;168.56;168.06;168.46;1086;125;0
2022-06-24 20:00:00;168.47;168.67;168.17;168.23;1337;125;0
2022-06-24 20:10:00;168.22;168.54;168.15;168.21;1282;125;0
2022-06-24 20:20:00;168.22;168.49;167.87;167.96;1317;125;0
2022-06-24 20:30:00;167.97;168.23;167.7;167.76;1432;125;0
2022-06-24 20:40:00;167.75;167.83;167.46;167.57;1370;125;0
2022-06-24 20:50:00;167.56;167.91;167.39;167.66;1372;125;0
2022-06-24 21:00:00;167.65;167.77;167.44;167.5;1369;125;0
2022-06-24 21:10:00;167.52;168.14;167.49;168.13;1187;125;0
2022-06-24 21:20:00;168.13;168.52;167.94;168.4;1275;125;0
2022-06-24 21:30:00;168.44;168.65;168.37;168.51;1166;125;0
2022-06-24 21:40:00;168.5;168.93;168.4;168.92;1145;125;0
2022-06-24 21:50:00;168.91;168.93;168.56;168.78;1129;125;0
2022-06-24 22:00:00;168.8;168.83;168.4;168.52;1229;125;0
2022-06-24 22:10:00;168.52;168.64;168.23;168.5;1259;125;0
2022-06-24 22:20:00;168.48;168.58;168.18;168.41;1215;125;0
2022-06-24 22:30:00;168.43;168.5;168.05;168.45;1339;125;0
2022-06-24 22:40:00;168.44;168.64;168.25;168.43;1167;125;0
2022-06-24 22:50:00;168.44;170.76;168.44;170.7;1129;125;0
2022-06-27 16:30:00;172.14;172.3;167.64;168.44;1641;125;0
2022-06-27 16:40:00;168.42;168.42;165.63;166.11;1754;125;0
2022-06-27 16:50:00;166.08;167.93;165.85;167.39;1878;125;0
2022-06-27 17:00:00;167.37;168.67;167.18;167.76;1961;125;0
2022-06-27 17:10:00;167.77;168.11;166.1;166.68;1925;125;0
2022-06-27 17:20:00;166.66;167.43;166.42;166.87;1777;125;0
2022-06-27 17:30:00;166.86;168.31;166.71;168.25;1108;125;0
2022-06-27 17:40:00;168.27;169.33;167.93;169.31;1038;125;0
2022-06-27 17:50:00;169.32;170.39;169.18;170.11;1574;125;0
2022-06-27 18:00:00;170.08;170.31;169.19;169.26;1672;125;0
2022-06-27 18:10:00;169.26;169.97;169.06;169.4;1738;125;0
2022-06-27 18:20:00;169.4;170.43;169.16;170.24;1818;125;0
2022-06-27 18:30:00;170.24;170.31;169.52;170.05;1735;125;0
2022-06-27 18:40:00;170.08;170.94;169.97;170.45;1494;125;0
2022-06-27 18:50:00;170.46;170.5;169.42;169.58;1704;125;0
2022-06-27 19:00:00;169.6;169.79;168.71;168.93;1853;125;0
2022-06-27 19:10:00;168.92;169.34;168.74;169.25;1706;125;0
2022-06-27 19:20:00;169.25;169.33;168.48;168.57;1592;125;0
2022-06-27 19:30:00;168.58;168.65;168.17;168.49;1429;125;0
2022-06-27 19:40:00;168.49;169.38;168.36;169.26;1759;125;0
2022-06-27 19:50:00;169.25;169.5;169.08;169.46;1492;125;0
2022-06-27 20:00:00;169.48;169.62;168.75;169.28;1704;125;0
2022-06-27 20:10:00;169.27;169.76;169.25;169.66;1435;125;0
2022-06-27 20:20:00;169.65;169.76;169.15;169.29;1440;125;0
2022-06-27 20:30:00;169.3;169.38;168.61;168.89;1492;125;0
2022-06-27 20:40:00;168.9;168.96;168.1;168.3;1639;125;0
2022-06-27 20:50:00;168.37;168.49;168.14;168.22;1402;125;0
2022-06-27 21:00:00;168.2;168.58;168.01;168.33;1614;125;0
2022-06-27 21:10:00;168.3;168.96;168.16;168.9;1598;125;0
2022-06-27 21:20:00;168.89;169.14;168.7;168.85;1318;125;0
2022-06-27 21:30:00;168.84;169.46;168.66;169.36;1344;125;0
2022-06-27 21:40:00;169.37;169.6;169.11;169.54;1519;125;0
2022-06-27 21:50:00;169.55;169.55;168.85;168.95;1756;125;0
2022-06-27 22:00:00;168.96;169.1;168.0;168.27;1799;125;0
2022-06-27 22:10:00;168.28;168.99;168.23;168.85;1672;125;0
2022-06-27 22:20:00;168.85;168.95;168.5;168.71;1687;125;0
2022-06-27 22:30:00;168.7;168.75;167.82;167.96;1740;125;0
2022-06-27 22:40:00;168.0;168.76;167.88;168.15;1653;125;0
2022-06-27 22:50:00;167.95;168.02;167.03;167.97;1304;125;0
2022-06-28 16:30:00;169.01;171.4;168.5;170.22;1942;125;0
2022-06-28 16:40:00;170.27;171.23;169.6;170.35;1889;125;0
2022-06-28 16:50:00;170.36;170.53;167.99;168.33;1849;125;0
2022-06-28 17:00:00;168.29;168.74;165.79;166.44;2027;125;0
2022-06-28 17:10:00;166.42;167.4;165.81;165.83;1859;125;0
2022-06-28 17:20:00;165.83;166.4;165.4;165.85;1857;125;0
2022-06-28 17:30:00;165.83;165.9;164.56;165.24;1975;125;0
2022-06-28 17:40:00;165.23;165.23;163.63;163.94;1864;125;0
2022-06-28 17:50:00;163.94;164.59;163.58;164.37;1791;125;0
2022-06-28 18:00:00;164.36;164.61;163.76;163.98;1666;125;0
2022-06-28 18:10:00;164.0;164.31;163.24;163.37;1616;125;0
2022-06-28 18:20:00;163.38;163.52;162.52;162.54;1497;125;0
2022-06-28 18:30:00;162.54;162.99;162.05;162.15;1645;125;0
2022-06-28 18:40:00;162.16;162.32;161.0;161.37;1706;125;0
2022-06-28 18:50:00;161.35;161.39;160.31;160.59;1667;125;0
