time;open;high;low;close;tick_volume;spread;real_volume
2021-12-17 17:00:00;321.31;321.31;318.52;318.6;2076;1;0
2021-12-17 17:15:00;318.64;319.2;317.24;319.05;2196;1;0
2021-12-17 17:30:00;319.0;321.02;318.63;320.4;2173;1;0
2021-12-17 17:45:00;320.4;322.6;320.38;322.44;2071;1;0
2021-12-17 18:00:00;322.45;323.79;321.69;323.68;1851;1;0
2021-12-17 18:15:00;323.68;323.68;322.88;323.05;1805;1;0
2021-12-17 18:30:00;323.06;323.36;320.56;320.75;1856;1;0
2021-12-17 18:45:00;320.76;320.94;319.9;320.87;1931;1;0
2021-12-17 19:00:00;320.82;321.18;319.71;321.11;1732;1;0
2021-12-17 19:15:00;321.11;321.91;321.02;321.72;1677;1;0
2021-12-17 19:30:00;321.69;323.02;321.49;321.58;1645;2;0
2021-12-17 19:45:00;321.61;322.17;321.02;321.61;1456;1;0
2021-12-17 20:00:00;321.57;321.71;320.9;321.49;1427;1;0
2021-12-17 20:15:00;321.51;323.09;321.23;323.05;1287;1;0
2021-12-17 20:30:00;323.04;323.39;322.25;322.44;1469;1;0
2021-12-17 20:45:00;322.47;323.82;322.44;323.71;1303;1;0
2021-12-17 21:00:00;323.68;323.82;322.92;323.18;1320;1;0
2021-12-17 21:15:00;323.19;323.75;322.28;322.52;1531;1;0
2021-12-17 21:30:00;322.56;323.62;322.56;323.61;1454;1;0
2021-12-17 21:45:00;323.61;324.41;323.0;323.8;1567;1;0
2021-12-17 22:00:00;323.8;324.88;323.69;323.72;1657;1;0
2021-12-17 22:15:00;323.78;324.24;323.07;323.2;1748;1;0
2021-12-17 22:30:00;323.21;323.44;322.11;323.03;1822;1;0
2021-12-17 22:45:00;323.03;324.62;321.66;323.6;2012;1;0
2021-12-20 16:30:00;320.58;322.75;319.81;322.55;2419;2;0
2021-12-20 16:45:00;322.36;322.6;320.56;321.29;2188;1;0
2021-12-20 17:00:00;321.31;321.47;318.64;318.9;2074;1;0
2021-12-20 17:15:00;318.91;320.11;318.66;319.25;2012;1;0
2021-12-20 17:30:00;319.28;321.33;318.8;321.27;1948;1;0
2021-12-20 17:45:00;321.28;321.34;319.11;319.33;1922;1;0
2021-12-20 18:00:00;319.32;319.67;318.05;318.44;2218;1;0
2021-12-20 18:15:00;318.42;319.09;318.25;318.35;1988;1;0
2021-12-20 18:30:00;318.35;318.63;317.58;318.12;1763;1;0
2021-12-20 18:45:00;318.08;319.21;317.63;319.2;1847;1;0
2021-12-20 19:00:00;319.2;319.74;318.82;318.99;1693;1;0
2021-12-20 19:15:00;318.98;320.28;318.85;319.41;2078;1;0
2021-12-20 19:30:00;319.4;319.43;318.7;318.71;1817;1;0
2021-12-20 19:45:00;318.7;319.08;318.41;318.7;1790;1;0
2021-12-20 20:00:00;318.7;318.77;318.25;318.71;1737;1;0
2021-12-20 20:15:00;318.67;318.87;318.1;318.55;2018;1;0
2021-12-20 20:30:00;318.54;319.46;317.97;318.95;1966;1;0
2021-12-20 20:45:00;318.94;319.22;318.33;318.76;1856;1;0
2021-12-20 21:00:00;318.76;319.66;318.56;319.38;1753;1;0
2021-12-20 21:15:00;319.41;319.92;318.83;319.03;1605;1;0
2021-12-20 21:30:00;319.03;319.38;318.61;319.33;1608;1;0
2021-12-20 21:45:00;319.32;320.12;318.99;319.28;1548;1;0
2021-12-20 22:00:00;319.31;320.09;319.3;319.43;1743;1;0
2021-12-20 22:15:00;319.45;320.43;319.37;319.68;1622;1;0
2021-12-20 22:30:00;319.66;319.69;318.65;319.23;1960;1;0
2021-12-20 22:45:00;319.22;320.29;319.03;319.82;2348;1;0
2021-12-21 16:30:00;323.46;324.44;322.5;322.93;1958;1;0
2021-12-21 16:45:00;322.97;322.97;321.32;322.13;2238;1;0
2021-12-21 17:00:00;322.19;322.58;320.73;321.14;1901;1;0
2021-12-21 17:15:00;321.14;321.78;319.79;319.92;1833;1;0
2021-12-21 17:30:00;319.99;320.49;319.78;320.41;2320;1;0
2021-12-21 17:45:00;320.39;321.43;319.82;321.22;2223;1;0
2021-12-21 18:00:00;321.2;322.6;321.08;322.48;1800;1;0
2021-12-21 18:15:00;322.48;322.56;321.67;322.04;1703;1;0
2021-12-21 18:30:00;322.06;324.01;322.02;323.74;1715;1;0
2021-12-21 18:45:00;323.74;323.79;323.13;323.31;1580;1;0
2021-12-21 19:00:00;323.31;323.96;322.99;323.83;1879;1;0
2021-12-21 19:15:00;323.83;325.08;323.7;325.02;1455;1;0
2021-12-21 19:30:00;325.03;325.71;324.97;325.44;1487;1;0
2021-12-21 19:45:00;325.48;325.84;325.28;325.76;1351;1;0
2021-12-21 20:00:00;325.78;325.9;325.29;325.46;1308;1;0
2021-12-21 20:15:00;325.46;325.97;325.24;325.52;1257;1;0
2021-12-21 20:30:00;325.52;326.11;325.52;325.98;1129;1;0
2021-12-21 20:45:00;325.98;326.22;325.7;325.85;1062;1;0
2021-12-21 21:00:00;325.85;326.51;325.68;326.35;1194;1;0
2021-12-21 21:15:00;326.39;326.6;326.26;326.49;992;1;0
2021-12-21 21:30:00;326.49;326.62;326.11;326.11;1236;1;0
2021-12-21 21:45:00;326.11;327.68;326.11;327.66;1304;1;0
2021-12-21 22:00:00;327.66;327.66;326.74;326.76;1289;1;0
2021-12-21 22:15:00;326.76;326.94;326.37;326.75;1327;1;0
2021-12-21 22:30:00;326.76;326.99;325.82;325.99;1384;1;0
2021-12-21 22:45:00;325.96;327.7;325.67;327.39;1709;1;0
2021-12-22 16:30:00;327.88;328.53;325.72;328.25;1758;2;0
2021-12-22 16:45:00;328.29;329.16;327.72;328.15;1854;1;0
2021-12-22 17:00:00;328.18;328.82;327.15;328.33;1606;1;0
2021-12-22 17:15:00;328.36;329.51;328.13;329.03;1670;1;0
2021-12-22 17:30:00;329.07;330.45;329.01;330.31;1839;1;0
2021-12-22 17:45:00;330.28;331.09;330.16;330.88;1578;1;0
2021-12-22 18:00:00;330.91;331.12;330.28;331.05;1323;1;0
2021-12-22 18:15:00;331.06;331.44;330.53;330.65;1217;1;0
2021-12-22 18:30:00;330.64;331.33;330.44;331.3;1048;1;0
2021-12-22 18:45:00;331.31;331.46;330.77;331.24;999;1;0
2021-12-22 19:00:00;331.24;331.55;330.95;331.29;1075;1;0
2021-12-22 19:15:00;331.29;331.4;330.6;330.98;1279;1;0
2021-12-22 19:30:00;330.98;331.24;330.41;330.71;1016;1;0
2021-12-22 19:45:00;330.7;331.24;330.65;331.17;926;1;0
2021-12-22 20:00:00;331.17;331.2;330.7;330.85;940;1;0
2021-12-22 20:15:00;330.83;330.96;330.5;330.55;1009;1;0
2021-12-22 20:30:00;330.53;331.15;330.01;330.54;1360;1;0
2021-12-22 20:45:00;330.54;331.15;330.48;330.65;1062;1;0
2021-12-22 21:00:00;330.65;330.76;330.23;330.63;1388;1;0
2021-12-22 21:15:00;330.63;330.97;330.2;330.43;1098;1;0
2021-12-22 21:30:00;330.46;331.31;330.45;331.15;1300;1;0
2021-12-22 21:45:00;331.18;331.51;330.88;331.41;897;1;0
2021-12-22 22:00:00;331.42;331.93;331.28;331.91;1114;1;0
2021-12-22 22:15:00;331.9;331.98;331.32;331.8;1098;1;0
2021-12-22 22:30:00;331.8;331.96;331.31;331.9;1224;1;0
2021-12-22 22:45:00;331.9;333.59;331.56;333.41;1479;1;0
2021-12-23 16:30:00;333.2;334.82;332.74;334.06;1802;1;0
2021-12-23 16:45:00;334.19;334.93;333.65;334.81;1703;1;0
2021-12-23 17:00:00;334.85;336.38;334.58;336.22;1373;1;0
2021-12-23 17:15:00;336.23;336.32;335.27;335.53;1221;1;0
2021-12-23 17:30:00;335.55;335.77;334.79;334.86;1422;1;0
2021-12-23 17:45:00;334.86;335.65;334.63;335.61;1202;1;0
2021-12-23 18:00:00;335.61;335.91;335.34;335.56;1244;1;0
2021-12-23 18:15:00;335.56;335.84;334.94;335.0;1105;1;0
2021-12-23 18:30:00;335.01;335.52;334.93;335.22;991;1;0
2021-12-23 18:45:00;335.23;335.41;334.92;335.22;986;1;0
2021-12-23 19:00:00;335.22;335.39;334.62;335.02;922;1;0
2021-12-23 19:15:00;335.02;335.09;334.38;334.42;752;1;0
2021-12-23 19:30:00;334.42;334.8;334.35;334.8;765;1;0
2021-12-23 19:45:00;334.81;335.15;334.56;334.82;707;1;0
2021-12-23 20:00:00;334.83;334.93;334.14;334.27;701;1;0
2021-12-23 20:15:00;334.28;334.65;334.06;334.6;695;1;0
2021-12-23 20:30:00;334.6;334.71;334.38;334.58;760;1;0
2021-12-23 20:45:00;334.57;334.77;334.55;334.57;580;1;0
2021-12-23 21:00:00;334.57;335.08;334.57;334.89;725;1;0
2021-12-23 21:15:00;334.87;335.16;334.63;335.09;789;1;0
2021-12-23 21:30:00;335.09;335.55;335.0;335.55;837;1;0
2021-12-23 21:45:00;335.55;335.7;335.34;335.4;709;1;0
2021-12-23 22:00:00;335.41;335.44;335.04;335.31;942;1;0
2021-12-23 22:15:00;335.32;335.65;335.31;335.39;764;1;0
2021-12-23 22:30:00;335.39;335.66;335.05;335.64;904;1;0
2021-12-23 22:45:00;335.64;336.07;334.41;334.41;1208;1;0
2021-12-27 16:30:00;335.81;338.32;335.81;337.6;1730;1;0
2021-12-27 16:45:00;337.6;339.3;337.21;339.16;1673;1;0
2021-12-27 17:00:00;339.17;340.23;339.17;339.77;1619;1;0
2021-12-27 17:15:00;339.77;340.19;339.36;340.19;1418;1;0
2021-12-27 17:30:00;340.22;340.68;339.86;340.44;1610;1;0
2021-12-27 17:45:00;340.44;340.66;340.05;340.34;1451;1;0
2021-12-27 18:00:00;340.33;340.68;340.0;340.52;1285;1;0
2021-12-27 18:15:00;340.52;340.61;339.67;340.11;1427;1;0
2021-12-27 18:30:00;340.13;340.28;339.7;340.18;1313;1;0
2021-12-27 18:45:00;340.18;340.25;339.62;339.89;1259;1;0
2021-12-27 19:00:00;339.89;340.39;339.86;340.15;1205;1;0
2021-12-27 19:15:00;340.15;340.72;340.05;340.59;972;1;0
2021-12-27 19:30:00;340.59;340.97;340.46;340.65;1205;1;0
2021-12-27 19:45:00;340.66;340.79;340.44;340.61;969;1;0
2021-12-27 20:00:00;340.62;340.67;340.4;340.67;997;1;0
2021-12-27 20:15:00;340.67;340.99;340.51;340.83;816;1;0
2021-12-27 20:30:00;340.84;341.0;340.76;340.93;747;1;0
2021-12-27 20:45:00;340.93;341.23;340.7;341.21;811;1;0
2021-12-27 21:00:00;341.21;341.21;340.94;341.14;755;1;0
2021-12-27 21:15:00;341.13;341.31;340.99;341.29;710;1;0
